Article,Page count,,,,,Article IDs from already invoiced,Invoiced month
,,,,,,bmjopen-2019-032826,Invoiced in May 2020
,,,,,,bmjopen-2019-032829,Invoiced in May 2020
,,,,,,bmjopen-2019-032948,Invoiced in May 2020
,,,,,,bmjopen-2019-033000,Invoiced in May 2020
,,,,,,bmjopen-2019-033035,Invoiced in May 2020
,,,,,,bmjopen-2019-033085,Invoiced in May 2020
,,,,,,bmjopen-2019-033101,Invoiced in May 2020
,,,,,,bmjopen-2019-033231,Invoiced in May 2020
,,,,,,bmjopen-2019-033297,Invoiced in May 2020
,,,,,,bmjopen-2019-033299,Invoiced in May 2020
,,,,,,bmjopen-2019-033336,Invoiced in May 2020
,,,,,,bmjopen-2019-033356,Invoiced in May 2020
,,,,,,bmjopen-2019-033365,Invoiced in May 2020
,,,,,,bmjopen-2019-033370,Invoiced in May 2020
,,,,,,bmjopen-2019-033427,Invoiced in May 2020
,,,,,,bmjopen-2019-033449,Invoiced in May 2020
,,,,,,bmjopen-2019-033461,Invoiced in May 2020
,,,,,,bmjopen-2019-033471,Invoiced in May 2020
,,,,,,bmjopen-2019-033602,Invoiced in May 2020
,,,,,,bmjopen-2019-033618,Invoiced in May 2020
,,,,,,bmjopen-2019-033622,Invoiced in May 2020
,,,,,,bmjopen-2019-033649,Invoiced in May 2020
,,,,,,bmjopen-2019-033659,Invoiced in May 2020
,,,,,,bmjopen-2019-033675,Invoiced in May 2020
,,,,,,bmjopen-2019-033703,Invoiced in May 2020
,,,,,,bmjopen-2019-033706,Invoiced in May 2020
,,,,,,bmjopen-2019-033711,Invoiced in May 2020
,,,,,,bmjopen-2019-033731corr1,Invoiced in May 2020
,,,,,,bmjopen-2019-033761,Invoiced in May 2020
,,,,,,bmjopen-2019-033811,Invoiced in May 2020
,,,,,,bmjopen-2019-033833,Invoiced in May 2020
,,,,,,bmjopen-2019-033842,Invoiced in May 2020
,,,,,,bmjopen-2019-033849,Invoiced in May 2020
,,,,,,bmjopen-2019-033910,Invoiced in May 2020
,,,,,,bmjopen-2019-033941,Invoiced in May 2020
,,,,,,bmjopen-2019-033985,Invoiced in May 2020
,,,,,,bmjopen-2019-034055,Invoiced in May 2020
,,,,,,bmjopen-2019-034066,Invoiced in May 2020
,,,,,,bmjopen-2019-034152,Invoiced in May 2020
,,,,,,bmjopen-2019-034183,Invoiced in May 2020
,,,,,,bmjopen-2019-034195,Invoiced in May 2020
,,,,,,bmjopen-2019-034205,Invoiced in May 2020
,,,,,,bmjopen-2019-034215,Invoiced in May 2020
,,,,,,bmjopen-2019-034291,Invoiced in May 2020
,,,,,,bmjopen-2019-034298,Invoiced in May 2020
,,,,,,bmjopen-2019-034330,Invoiced in May 2020
,,,,,,bmjopen-2019-034421,Invoiced in May 2020
,,,,,,bmjopen-2019-034424,Invoiced in May 2020
,,,,,,bmjopen-2019-034541,Invoiced in May 2020
,,,,,,bmjopen-2019-034545,Invoiced in May 2020
,,,,,,bmjopen-2019-034569,Invoiced in May 2020
,,,,,,bmjopen-2019-034573,Invoiced in May 2020
,,,,,,bmjopen-2019-034585,Invoiced in May 2020
,,,,,,bmjopen-2019-034590,Invoiced in May 2020
,,,,,,bmjopen-2019-034605,Invoiced in May 2020
,,,,,,bmjopen-2019-034610,Invoiced in May 2020
,,,,,,bmjopen-2019-034670,Invoiced in May 2020
,,,,,,bmjopen-2019-034697,Invoiced in May 2020
,,,,,,bmjopen-2019-034699,Invoiced in May 2020
,,,,,,bmjopen-2019-034728,Invoiced in May 2020
,,,,,,bmjopen-2019-034736,Invoiced in May 2020
,,,,,,bmjopen-2019-034757,Invoiced in May 2020
,,,,,,bmjopen-2019-034777,Invoiced in May 2020
,,,,,,bmjopen-2019-034804,Invoiced in May 2020
,,,,,,bmjopen-2019-034838,Invoiced in May 2020
,,,,,,bmjopen-2019-034846,Invoiced in May 2020
,,,,,,bmjopen-2019-034873,Invoiced in May 2020
,,,,,,bmjopen-2019-034894,Invoiced in May 2020
,,,,,,bmjopen-2019-035003,Invoiced in May 2020
,,,,,,bmjopen-2019-035020,Invoiced in May 2020
,,,,,,bmjopen-2019-035132,Invoiced in May 2020
,,,,,,bmjopen-2019-035143,Invoiced in May 2020
,,,,,,bmjopen-2019-035218,Invoiced in May 2020
,,,,,,bmjopen-2019-035225,Invoiced in May 2020
,,,,,,bmjopen-2019-035241,Invoiced in May 2020
,,,,,,bmjopen-2019-035244,Invoiced in May 2020
,,,,,,bmjopen-2019-035245,Invoiced in May 2020
,,,,,,bmjopen-2019-035246,Invoiced in May 2020
,,,,,,bmjopen-2019-035280,Invoiced in May 2020
,,,,,,bmjopen-2019-035319,Invoiced in May 2020
,,,,,,bmjopen-2019-035343,Invoiced in May 2020
,,,,,,bmjopen-2019-035368,Invoiced in May 2020
,,,,,,bmjopen-2019-035374,Invoiced in May 2020
,,,,,,bmjopen-2019-035376,Invoiced in May 2020
,,,,,,bmjopen-2019-035395,Invoiced in May 2020
,,,,,,bmjopen-2019-035412,Invoiced in May 2020
,,,,,,bmjopen-2019-035507,Invoiced in May 2020
,,,,,,bmjopen-2019-035574,Invoiced in May 2020
,,,,,,bmjopen-2019-035598,Invoiced in May 2020
,,,,,,bmjopen-2019-035613,Invoiced in May 2020
,,,,,,bmjopen-2019-035614,Invoiced in May 2020
,,,,,,bmjopen-2019-035629,Invoiced in May 2020
,,,,,,bmjopen-2019-035633,Invoiced in May 2020
,,,,,,bmjopen-2019-035644,Invoiced in May 2020
,,,,,,bmjopen-2019-035675,Invoiced in May 2020
,,,,,,bmjopen-2019-035753,Invoiced in May 2020
,,,,,,bmjopen-2019-035824,Invoiced in May 2020
,,,,,,bmjopen-2019-035828,Invoiced in May 2020
,,,,,,bmjopen-2019-035844,Invoiced in May 2020
,,,,,,bmjopen-2019-035867,Invoiced in May 2020
,,,,,,bmjopen-2019-035889,Invoiced in May 2020
,,,,,,bmjopen-2019-035898,Invoiced in May 2020
,,,,,,bmjopen-2019-035916,Invoiced in May 2020
,,,,,,bmjopen-2019-035927,Invoiced in May 2020
,,,,,,bmjopen-2019-035928,Invoiced in May 2020
,,,,,,bmjopen-2019-035938,Invoiced in May 2020
,,,,,,bmjopen-2019-035940,Invoiced in May 2020
,,,,,,bmjopen-2019-035967,Invoiced in May 2020
,,,,,,bmjopen-2019-035983,Invoiced in May 2020
,,,,,,bmjopen-2019-035992,Invoiced in May 2020
,,,,,,bmjopen-2019-036021,Invoiced in May 2020
,,,,,,bmjopen-2019-036065,Invoiced in May 2020
,,,,,,bmjopen-2019-036160,Invoiced in May 2020
,,,,,,bmjopen-2019-036192,Invoiced in May 2020
,,,,,,bmjopen-2019-036194,Invoiced in May 2020
,,,,,,bmjopen-2019-036198,Invoiced in May 2020
,,,,,,bmjopen-2019-036249,Invoiced in May 2020
,,,,,,bmjopen-2019-036280,Invoiced in May 2020
,,,,,,bmjopen-2019-036351,Invoiced in May 2020
,,,,,,bmjopen-2019-036365,Invoiced in May 2020
,,,,,,bmjopen-2019-036400,Invoiced in May 2020
,,,,,,bmjopen-2019-036465,Invoiced in May 2020
,,,,,,bmjopen-2019-036474,Invoiced in May 2020
,,,,,,bmjopen-2019-036480,Invoiced in May 2020
,,,,,,bmjopen-2019-036482,Invoiced in May 2020
,,,,,,bmjopen-2019-036498,Invoiced in May 2020
,,,,,,bmjopen-2019-036511,Invoiced in May 2020
,,,,,,bmjopen-2019-036523,Invoiced in May 2020
,,,,,,bmjopen-2019-036551corr1,Invoiced in May 2020
,,,,,,bmjopen-2019-036583,Invoiced in May 2020
,,,,,,bmjopen-2019-036598,Invoiced in May 2020
,,,,,,bmjopen-2019-036650,Invoiced in May 2020
,,,,,,bmjopen-2019-036664,Invoiced in May 2020
,,,,,,bmjopen-2020-036767,Invoiced in May 2020
,,,,,,bmjopen-2020-036799,Invoiced in May 2020
,,,,,,bmjopen-2020-036827,Invoiced in May 2020
,,,,,,bmjopen-2020-036903,Invoiced in May 2020
,,,,,,bmjopen-2020-036929,Invoiced in May 2020
,,,,,,bmjopen-2020-037076,Invoiced in May 2020
,,,,,,bmjopen-2020-037195,Invoiced in May 2020
,,,,,,bmjopen-2020-037225,Invoiced in May 2020
,,,,,,bmjopen-2020-037234,Invoiced in May 2020
,,,,,,bmjopen-2020-037297,Invoiced in May 2020
,,,,,,bmjopen-2020-037656,Invoiced in May 2020
,,,,,,bmjopen-2020-038021,Invoiced in May 2020
,,,,,,bmjopen-2020-038181,Invoiced in May 2020
,,,,,,bmjopen-2020-038300,Invoiced in May 2020
,,,,,,bmjopen-2020-038314,Invoiced in May 2020
,,,,,,bmjopen-2020-038530,Invoiced in May 2020
,,,,,,bmjopen-2020-038974,Invoiced in May 2020
,,,,,,bmjopen-2020-039314,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjophth-2019-000345,Invoiced in May 2020
,,,,,,bmjophth-2019-000415,Invoiced in May 2020
,,,,,,bmjophth-2019-000424,Invoiced in May 2020
,,,,,,bmjophth-2020-000449,Invoiced in May 2020
,,,,,,bmjophth-2020-000451,Invoiced in May 2020
,,,,,,bmjophth-2020-000462,Invoiced in May 2020
,,,,,,bmjophth-2020-000491,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjoq-2019-000715,Invoiced in May 2020
,,,,,,bmjoq-2019-000791,Invoiced in May 2020
,,,,,,bmjoq-2019-000815,Invoiced in May 2020
,,,,,,bmjoq-2019-000823,Invoiced in May 2020
,,,,,,bmjoq-2019-000841,Invoiced in May 2020
,,,,,,bmjoq-2019-000849,Invoiced in May 2020
,,,,,,bmjoq-2019-000851,Invoiced in May 2020
,,,,,,bmjoq-2019-000883,Invoiced in May 2020
,,,,,,bmjoq-2019-000886,Invoiced in May 2020
,,,,,,bmjoq-2019-000910,Invoiced in May 2020
,,,,,,bmjoq-2020-000924,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjpo-2019-000624,Invoiced in May 2020
,,,,,,bmjpo-2019-000630,Invoiced in May 2020
,,,,,,bmjpo-2020-000638,Invoiced in May 2020
,,,,,,bmjpo-2020-000640,Invoiced in May 2020
,,,,,,bmjpo-2020-000655,Invoiced in May 2020
,,,,,,bmjpo-2020-000658,Invoiced in May 2020
,,,,,,bmjpo-2020-000699,Invoiced in May 2020
,,,,,,bmjpo-2020-000701,Invoiced in May 2020
,,,,,,bmjpo-2020-000702,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjqs-2019-010055,Invoiced in May 2020
,,,,,,bmjqs-2019-010253,Invoiced in May 2020
,,,,,,bmjqs-2019-010316,Invoiced in May 2020
,,,,,,bmjqs-2019-010436,Invoiced in May 2020
,,,,,,bmjqs-2019-010791,Invoiced in May 2020
,,,,,,bmjqs-2019-010792,Invoiced in May 2020
,,,,,,bmjqs-2020-010855,Invoiced in May 2020
,,,,,,bmjqs-2020-010927,Invoiced in May 2020
,,,,,,bmjqs-2020-011054,Invoiced in May 2020
,,,,,,bmjqs-2020-011102,Invoiced in May 2020
,,,,,,bmjqs-2020-011224,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjresp-2019-000552,Invoiced in May 2020
,,,,,,bmjresp-2020-000558,Invoiced in May 2020
,,,,,,bmjresp-2020-000603,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjsem-2019-000614,Invoiced in May 2020
,,,,,,bmjsem-2019-000675,Invoiced in May 2020
,,,,,,bmjsem-2019-000678,Invoiced in May 2020
,,,,,,bmjsem-2019-000708,Invoiced in May 2020
,,,,,,bmjsem-2019-000716,Invoiced in May 2020
,,,,,,bmjsem-2020-000742,Invoiced in May 2020
,,,,,,bmjsem-2020-000772,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjsit-2019-000027,Invoiced in May 2020
,,,,,,bmjsit-2020-000033,Invoiced in May 2020
,,,,,,bmjsit-2020-000043,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjspcare-2019-001999,Invoiced in May 2020
,,,,,,bmjspcare-2019-002029,Invoiced in May 2020
,,,,,,bmjspcare-2019-002050,Invoiced in May 2020
,,,,,,bmjspcare-2019-002069,Invoiced in May 2020
,,,,,,bmjspcare-2019-002076,Invoiced in May 2020
,,,,,,bmjspcare-2019-002097,Invoiced in May 2020
,,,,,,bmjspcare-2019-002135,Invoiced in May 2020
,,,,,,bmjspcare-2019-002145,Invoiced in May 2020
,,,,,,bmjspcare-2019-002151,Invoiced in May 2020
,,,,,,bmjspcare-2019-002165,Invoiced in May 2020
,,,,,,bmjspcare-2020-002200,Invoiced in May 2020
,,,,,,bmjspcare-2020-002216,Invoiced in May 2020
,,,,,,bmjspcare-2020-002223,Invoiced in May 2020
,,,,,,bmjspcare-2020-002249,Invoiced in May 2020
,,,,,,bmjspcare-2020-002251,Invoiced in May 2020
,,,,,,bmjspcare-2020-002304,Invoiced in May 2020
,,,,,,bmjspcare-2020-002338,Invoiced in May 2020
,,,,,,bmjspcare-2020-002350,Invoiced in May 2020
,,,,,,bmjspcare-2020-002360,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjsrh-2019-200541,Invoiced in May 2020
,,,,,,bmjsrh-2019-200569,Invoiced in May 2020
,,,,,,bmjsrh-2020-200610,Invoiced in May 2020
,,,,,,bmjsrh-2020-200619,Invoiced in May 2020
,,,,,,bmjsrh-2020-200635,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,bmjstel-2019-000512,Invoiced in May 2020
,,,,,,bmjstel-2019-000523,Invoiced in May 2020
,,,,,,bmjstel-2019-000527,Invoiced in May 2020
,,,,,,bmjstel-2019-000549,Invoiced in May 2020
,,,,,,bmjstel-2019-000553,Invoiced in May 2020
,,,,,,bmjstel-2019-000554,Invoiced in May 2020
,,,,,,bmjstel-2019-000569,Invoiced in May 2020
,,,,,,bmjstel-2019-000572,Invoiced in May 2020
,,,,,,bmjstel-2019-000573,Invoiced in May 2020
,,,,,,bmjstel-2019-000578,Invoiced in May 2020
,,,,,,bmjstel-2020-000597,Invoiced in May 2020
,,,,,,bmjstel-2020-000629,Invoiced in May 2020
,,,,,,bmjstel-2020-000637,Invoiced in May 2020
,,,,,,bmjstel-2020-000642,Invoiced in May 2020
,,,,,,bmjstel-2020-000643,Invoiced in May 2020
,,,,,,bmjstel-2020-000658,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,dtb-2019-232149rep,Invoiced in May 2020
,,,,,,DTB-2020-000020,Invoiced in May 2020
,,,,,,DTB-2020-000027,Invoiced in May 2020
,,,,,,DTB-2020-000028,Invoiced in May 2020
,,,,,,DTB-2020-000032,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,ebnurs-2020-103256,Invoiced in May 2020
,,,,,,ebnurs-2020-103270,Invoiced in May 2020
,,,,,,ebnurs-2020-103272,Invoiced in May 2020
,,,,,,ebnurs-2020-103276,Invoiced in May 2020
,,,,,,ebnurs-2020-103303,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,edpract-2019-317461,Invoiced in May 2020
,,,,,,edpract-2019-318390,Invoiced in May 2020
,,,,,,edpract-2019-318466,Invoiced in May 2020
,,,,,,edpract-2019-318546,Invoiced in May 2020
,,,,,,edpract-2019-318619,Invoiced in May 2020
,,,,,,edpract-2020-318868,Invoiced in May 2020
,,,,,,edpract-2020-319101,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,ejhpharm-2019-002126,Invoiced in May 2020
,,,,,,ejhpharm-2019-002133,Invoiced in May 2020
,,,,,,ejhpharm-2019-002152,Invoiced in May 2020
,,,,,,ejhpharm-2019-002162,Invoiced in May 2020
,,,,,,ejhpharm-2019-002171,Invoiced in May 2020
,,,,,,ejhpharm-2019-002178,Invoiced in May 2020
,,,,,,ejhpharm-2019-002179,Invoiced in May 2020
,,,,,,ejhpharm-2019-002183,Invoiced in May 2020
,,,,,,ejhpharm-2020-002302,Invoiced in May 2020
,,,,,,ejhpharm-2020-002314,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,emermed-2019-208852,Invoiced in May 2020
,,,,,,emermed-2019-208902,Invoiced in May 2020
,,,,,,emermed-2019-209040,Invoiced in May 2020
,,,,,,emermed-2019-209134,Invoiced in May 2020
,,,,,,emermed-2019-209290,Invoiced in May 2020
,,,,,,emermed-2019-209320,Invoiced in May 2020
,,,,,,emermed-2020-209429,Invoiced in May 2020
,,,,,,emermed-2020-209633,Invoiced in May 2020
,,,,,,emermed-2020-209645,Invoiced in May 2020
,,,,,,emermed-2020-209650,Invoiced in May 2020
,,,,,,emermed-2020-209741,Invoiced in May 2020
,,,,,,emermed-2020-209791,Invoiced in May 2020
,,,,,,emermed-2020-209806,Invoiced in May 2020
,,,,,,emermed-2020-209825,Invoiced in May 2020
,,,,,,emermed-2020-209886,Invoiced in May 2020
,,,,,,emermed-2020-209902,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,esmoopen-2019-000646,Invoiced in May 2020
,,,,,,esmoopen-2019-000647,Invoiced in May 2020
,,,,,,esmoopen-2019-000651,Invoiced in May 2020
,,,,,,esmoopen-2019-000662,Invoiced in May 2020
,,,,,,esmoopen-2020-000671,Invoiced in May 2020
,,,,,,esmoopen-2020-000675corr1,Invoiced in May 2020
,,,,,,esmoopen-2020-000689,Invoiced in May 2020
,,,,,,esmoopen-2020-000696,Invoiced in May 2020
,,,,,,esmoopen-2020-000782,Invoiced in May 2020
,,,,,,esmoopen-2020-000783,Invoiced in May 2020
,,,,,,esmoopen-2020-000786,Invoiced in May 2020
,,,,,,esmoopen-2020-000790,Invoiced in May 2020
,,,,,,esmoopen-2020-000794,Invoiced in May 2020
,,,,,,esmoopen-2020-000800,Invoiced in May 2020
,,,,,,esmoopen-2020-000801,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,fetalneonatal-2019-317807,Invoiced in May 2020
,,,,,,fetalneonatal-2019-317810,Invoiced in May 2020
,,,,,,fetalneonatal-2019-317890,Invoiced in May 2020
,,,,,,fetalneonatal-2019-318382,Invoiced in May 2020
,,,,,,fetalneonatal-2019-318636,Invoiced in May 2020
,,,,,,fetalneonatal-2020-318915,Invoiced in May 2020
,,,,,,fetalneonatal-2020-319111,Invoiced in May 2020
,,,,,,fetalneonatal-2020-319172,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,flgastro-2019-101371,Invoiced in May 2020
,,,,,,flgastro-2019-101378,Invoiced in May 2020
,,,,,,flgastro-2019-101391,Invoiced in May 2020
,,,,,,flgastro-2020-101406,Invoiced in May 2020
,,,,,,flgastro-2020-101435,Invoiced in May 2020
,,,,,,flgastro-2020-101440,Invoiced in May 2020
,,,,,,flgastro-2020-101459,Invoiced in May 2020
,,,,,,flgastro-2020-101479,Invoiced in May 2020
,,,,,,flgastro-2020-101495,Invoiced in May 2020
,,,,,,flgastro-2020-101507,Invoiced in May 2020
,,,,,,flgastro-2020-101509,Invoiced in May 2020
,,,,,,flgastro-2020-101515,Invoiced in May 2020
,,,,,,flgastro-2020-101518,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,fmch-2020-000351,Invoiced in May 2020
,,,,,,fmch-2020-000400,Invoiced in May 2020
,,,,,,fmch-2020-000406,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,gpsych-2019-100109,Invoiced in May 2020
,,,,,,gpsych-2019-100125,Invoiced in May 2020
,,,,,,gpsych-2019-100172,Invoiced in May 2020
,,,,,,gpsych-2019-100181,Invoiced in May 2020
,,,,,,gpsych-2019-100187,Invoiced in May 2020
,,,,,,gpsych-2020-100192,Invoiced in May 2020
,,,,,,gpsych-2020-100193,Invoiced in May 2020
,,,,,,gpsych-2020-100213corr1,Invoiced in May 2020
,,,,,,gpsych-2020-100233,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,gutjnl-2019-319104,Invoiced in May 2020
,,,,,,gutjnl-2019-319748,Invoiced in May 2020
,,,,,,gutjnl-2019-319908,Invoiced in May 2020
,,,,,,gutjnl-2019-319912,Invoiced in May 2020
,,,,,,gutjnl-2019-319960,Invoiced in May 2020
,,,,,,gutjnl-2019-319990,Invoiced in May 2020
,,,,,,gutjnl-2019-320204,Invoiced in May 2020
,,,,,,gutjnl-2019-320269,Invoiced in May 2020
,,,,,,gutjnl-2019-320466,Invoiced in May 2020
,,,,,,gutjnl-2020-320726,Invoiced in May 2020
,,,,,,gutjnl-2020-320984,Invoiced in May 2020
,,,,,,gutjnl-2020-321000,Invoiced in May 2020
,,,,,,gutjnl-2020-321040,Invoiced in May 2020
,,,,,,gutjnl-2020-321216,Invoiced in May 2020
,,,,,,gutjnl-2020-321234,Invoiced in May 2020
,,,,,,gutjnl-2020-321360,Invoiced in May 2020
,,,,,,gutjnl-2020-321411,Invoiced in May 2020
,,,,,,gutjnl-2020-321434,Invoiced in May 2020
,,,,,,gutjnl-2020-321482,Invoiced in May 2020
,,,,,,gutjnl-2020-321486,Invoiced in May 2020
,,,,,,gutjnl-2020-321502,Invoiced in May 2020
,,,,,,gutjnl-2020-321529,Invoiced in May 2020
,,,,,,gutjnl-2020-321594,Invoiced in May 2020
,,,,,,gutjnl-2020-321611,Invoiced in May 2020
,,,,,,gutjnl-2020-321646,Invoiced in May 2020
,,,,,,gutjnl-2020-321658,Invoiced in May 2020
,,,,,,gutjnl-2020-321666,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,heartjnl-2019-315204,Invoiced in May 2020
,,,,,,heartjnl-2019-316118,Invoiced in May 2020
,,,,,,heartjnl-2019-316147,Invoiced in May 2020
,,,,,,heartjnl-2019-316165,Invoiced in May 2020
,,,,,,heartjnl-2019-316215,Invoiced in May 2020
,,,,,,heartjnl-2019-316219,Invoiced in May 2020
,,,,,,heartjnl-2019-316241,Invoiced in May 2020
,,,,,,heartjnl-2019-316252,Invoiced in May 2020
,,,,,,heartjnl-2019-316291,Invoiced in May 2020
,,,,,,heartjnl-2019-316387,Invoiced in May 2020
,,,,,,heartjnl-2019-316452,Invoiced in May 2020
,,,,,,heartjnl-2019-316496,Invoiced in May 2020
,,,,,,heartjnl-2020-316541,Invoiced in May 2020
,,,,,,heartjnl-2020-316586,Invoiced in May 2020
,,,,,,heartjnl-2020-316611,Invoiced in May 2020
,,,,,,heartjnl-2020-316684,Invoiced in May 2020
,,,,,,heartjnl-2020-316692,Invoiced in May 2020
,,,,,,heartjnl-2020-316810,Invoiced in May 2020
,,,,,,heartjnl-2020-316811,Invoiced in May 2020
,,,,,,heartjnl-2020-316846,Invoiced in May 2020
,,,,,,heartjnl-2020-316855,Invoiced in May 2020
,,,,,,heartjnl-2020-316896,Invoiced in May 2020
,,,,,,heartjnl-2020-316919,Invoiced in May 2020
,,,,,,heartjnl-2020-316979,Invoiced in May 2020
,,,,,,heartjnl-2020-317007,Invoiced in May 2020
,,,,,,heartjnl-2020-317025,Invoiced in May 2020
,,,,,,heartjnl-2020-317056,Invoiced in May 2020
,,,,,,heartjnl-2020-317104,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,ihj-2019-000025,Invoiced in May 2020
,,,,,,ihj-2019-000037,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,ijgc-2019-000801,Invoiced in May 2020
,,,,,,ijgc-2019-000910,Invoiced in May 2020
,,,,,,ijgc-2019-001012corr1,Invoiced in May 2020
,,,,,,ijgc-2019-001014,Invoiced in May 2020
,,,,,,ijgc-2019-001124,Invoiced in May 2020
,,,,,,ijgc-2019-001138,Invoiced in May 2020
,,,,,,ijgc-2019-001141,Invoiced in May 2020
,,,,,,ijgc-2019-001172,Invoiced in May 2020
,,,,,,ijgc-2019-001178,Invoiced in May 2020
,,,,,,ijgc-2020-001210,Invoiced in May 2020
,,,,,,ijgc-2020-001237,Invoiced in May 2020
,,,,,,ijgc-2020-001239,Invoiced in May 2020
,,,,,,ijgc-2020-001241,Invoiced in May 2020
,,,,,,ijgc-2020-001250,Invoiced in May 2020
,,,,,,ijgc-2020-001263,Invoiced in May 2020
,,,,,,ijgc-2020-001281,Invoiced in May 2020
,,,,,,ijgc-2020-001298,Invoiced in May 2020
,,,,,,ijgc-2020-001309,Invoiced in May 2020
,,,,,,ijgc-2020-001310,Invoiced in May 2020
,,,,,,ijgc-2020-001327,Invoiced in May 2020
,,,,,,ijgc-2020-001362,Invoiced in May 2020
,,,,,,ijgc-2020-001422,Invoiced in May 2020
,,,,,,ijgc-2020-001439,Invoiced in May 2020
,,,,,,ijgc-2020-001464,Invoiced in May 2020
,,,,,,ijgc-2020-001467,Invoiced in May 2020
,,,,,,ijgc-2020-001489,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,injuryprev-2019-043433,Invoiced in May 2020
,,,,,,injuryprev-2019-043494,Invoiced in May 2020
,,,,,,injuryprev-2019-043567,Invoiced in May 2020
,,,,,,injuryprev-2019-043605,Invoiced in May 2020
,,,,,,injuryprev-2019-043607,Invoiced in May 2020
,,,,,,injuryprev-2020-043677,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,jclinpath-2019-206175,Invoiced in May 2020
,,,,,,jclinpath-2019-206254,Invoiced in May 2020
,,,,,,jclinpath-2019-206397,Invoiced in May 2020
,,,,,,jclinpath-2020-206432,Invoiced in May 2020
,,,,,,jclinpath-2020-206440,Invoiced in May 2020
,,,,,,jclinpath-2020-206479,Invoiced in May 2020
,,,,,,jclinpath-2020-206500,Invoiced in May 2020
,,,,,,jclinpath-2020-206517,Invoiced in May 2020
,,,,,,jclinpath-2020-206548,Invoiced in May 2020
,,,,,,jclinpath-2020-206574,Invoiced in May 2020
,,,,,,jclinpath-2020-206576,Invoiced in May 2020
,,,,,,jclinpath-2020-206580,Invoiced in May 2020
,,,,,,jclinpath-2020-206607,Invoiced in May 2020
,,,,,,jclinpath-2020-206635,Invoiced in May 2020
,,,,,,jclinpath-2020-206657,Invoiced in May 2020
,,,,,,jclinpath-2020-206658,Invoiced in May 2020
,,,,,,jclinpath-2020-206682,Invoiced in May 2020
,,,,,,jclinpath-2020-206685,Invoiced in May 2020
,,,,,,jclinpath-2020-206711,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,jech-2019-213515,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,jim-2020-001296,Invoiced in May 2020
,,,,,,jim-2020-001341,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
,,,,,,jisakos-2019-000408,Invoiced in May 2020
,,,,,,jisakos-2020-000451,Invoiced in May 2020
,,,,,,jisakos-2020-000472,Invoiced in May 2020
,,,,,,,Invoiced in May 2020
